time,temperature_2m (・・C),relative_humidity_2m (%),dew_point_2m (・・C),apparent_temperature (・・C),precipitation (mm),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (・・),wind_direction_100m (・・),wind_gusts_10m (km/h),soil_temperature_0_to_7cm (・・C),soil_temperature_7_to_28cm (・・C),soil_temperature_28_to_100cm (・・C),soil_temperature_100_to_255cm (・・C),soil_moisture_0_to_7cm (m?/m?),soil_moisture_7_to_28cm (m?/m?),soil_moisture_28_to_100cm (m?/m?),soil_moisture_100_to_255cm (m?/m?),shortwave_radiation (W/m?),direct_radiation (W/m?),diffuse_radiation (W/m?),direct_normal_irradiance (W/m?),global_tilted_irradiance (W/m?),terrestrial_radiation (W/m?),is_day (),sunshine_duration (s),electricity_shutdown
2022-12-21 17:00:00,24.3,83.0,22.7,29.7,0.0,1006.1,986.9,50.0,14.0,10.0,100.0,0.55,5.4,14.2,347.0,339.0,20.9,26.8,26.6,25.4,25.0,0.32,0.269,0.242,0.309,104.0,7.0,97.0,22.4,104.0,442.1,1.0,0.0,0.0
2022-12-21 18:00:00,24.3,83.0,22.1,29.0,0.0,1006.5,982.6,51.0,15.0,13.0,100.0,0.53,7.9,13.4,336.0,324.0,15.8,26.0,26.6,25.4,25.0,0.31,0.272,0.242,0.309,24.0,1.0,23.0,7.4,24.0,129.7,0.0,0.0,0.0
2022-12-21 19:00:00,25.1,85.0,22.3,29.5,0.0,1007.3,983.4,82.0,28.0,10.0,100.0,0.49,4.6,9.0,309.0,293.0,16.9,26.3,26.7,25.4,25.0,0.275,0.25,0.24,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-21 20:00:00,25.0,84.0,22.2,29.0,0.1,1007.7,983.8,62.0,18.0,22.0,100.0,0.49,7.4,12.6,309.0,301.0,12.2,25.6,26.6,25.4,25.0,0.274,0.25,0.24,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-21 21:00:00,24.7,87.0,22.4,28.8,,1008.2,986.9,70.0,18.0,30.0,100.0,0.41,7.1,14.2,300.0,286.0,12.6,25.2,26.5,25.4,25.0,0.272,0.251,0.24,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-21 22:00:00,24.3,88.0,22.2,27.9,0.0,1008.1,984.1,60.0,20.0,20.0,100.0,0.37,5.4,19.0,310.0,303.0,17.6,24.9,26.3,25.4,25.0,0.27,0.251,0.24,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-21 23:00:00,24.3,86.0,21.8,27.7,,1007.4,983.5,37.0,8.0,18.0,63.0,0.44,10.2,18.3,230.0,324.0,19.1,24.6,26.2,25.4,25.0,0.268,0.252,0.24,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-22 00:00:00,24.0,85.0,21.3,27.5,0.0,1007.2,983.2,52.0,18.0,10.0,86.0,0.44,7.2,15.4,333.0,327.0,12.6,24.3,26.0,25.4,25.0,0.267,0.252,0.24,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-12-22 01:00:00,23.6,85.0,21.0,27.1,0.0,1006.4,982.4,52.0,28.0,47.0,81.0,0.39,6.7,15.1,306.0,310.0,11.9,24.1,25.8,25.4,25.0,0.266,0.252,0.239,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-22 02:00:00,24.3,91.0,21.2,26.4,0.0,1005.8,981.8,52.0,3.0,36.0,96.0,0.24,6.1,8.6,298.0,222.0,10.8,23.9,25.7,25.4,25.0,0.265,0.253,0.239,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-22 03:00:00,22.0,93.0,20.9,25.6,0.0,1006.1,982.0,71.0,20.0,38.0,100.0,0.17,5.6,8.9,243.0,243.0,7.9,23.5,25.5,25.4,25.0,0.264,0.253,0.239,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-12-22 05:00:00,23.0,91.0,21.5,27.0,0.5,1006.4,982.4,47.0,8.0,16.0,100.0,0.24,4.5,12.0,299.0,309.0,13.7,23.2,25.2,25.4,25.0,0.298,0.256,0.239,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-22 06:00:00,23.2,89.0,21.3,27.1,0.1,1007.6,983.6,72.0,19.0,42.0,100.0,0.3,4.7,10.5,302.0,308.0,12.6,23.1,25.0,25.4,25.0,0.293,0.258,0.239,0.308,20.0,4.0,16.0,36.7,20.0,92.3,1.0,0.0,0.0
2022-12-22 07:00:00,24.6,83.0,21.5,28.5,,1007.4,983.5,70.0,5.0,60.0,100.0,0.53,5.8,10.5,230.0,308.0,13.7,24.1,24.9,25.4,25.0,0.263,0.253,0.238,0.308,134.0,50.0,84.0,191.1,134.0,369.8,1.0,3600.0,0.0
2022-12-22 08:00:00,24.3,87.0,22.1,29.9,0.1,1007.5,983.7,43.0,4.0,16.0,100.0,0.69,7.1,9.3,300.0,306.0,16.6,25.4,24.9,25.4,25.0,0.262,0.253,0.238,0.308,391.0,235.0,156.0,486.7,391.0,682.5,1.0,3600.0,0.0
2022-12-22 10:00:00,27.4,75.0,22.6,31.5,0.0,1006.8,983.1,52.0,12.0,19.0,100.0,0.9,7.8,10.2,283.0,288.0,22.0,27.1,25.2,25.4,25.0,0.257,0.252,0.238,0.308,412.0,67.0,345.0,81.3,412.0,1165.3,1.0,637.92,0.0
2022-12-22 12:00:00,24.3,73.0,22.8,31.8,,1005.7,982.1,58.0,17.0,10.0,94.0,1.02,12.1,15.8,280.0,282.0,12.6,28.2,25.6,25.4,25.0,0.254,0.251,0.237,0.308,563.0,248.0,315.0,258.5,563.0,1356.2,1.0,3600.0,0.0
2022-12-22 13:00:00,24.3,72.0,23.0,32.9,0.9,1005.1,981.5,100.0,100.0,23.0,96.0,1.08,15.0,19.0,253.0,255.0,12.6,29.0,25.8,25.4,25.0,0.259,0.249,0.237,0.308,765.0,504.0,261.0,538.6,765.0,77.2,1.0,3600.0,0.0
2022-12-22 15:00:00,24.3,91.0,22.2,27.4,,1005.3,981.4,52.0,81.0,78.0,100.0,0.26,9.8,14.9,294.0,290.0,27.4,26.4,26.1,25.4,25.0,0.375,0.287,0.236,0.308,71.0,0.0,71.0,0.0,71.0,1008.8,1.0,0.0,0.0
2022-12-22 16:00:00,24.1,91.0,22.5,27.9,,1005.3,981.4,100.0,18.0,10.0,100.0,0.28,9.8,15.5,294.0,301.0,19.8,25.5,26.1,25.4,25.0,0.349,0.301,0.241,0.308,76.0,3.0,73.0,5.7,76.0,749.8,1.0,0.0,0.0
2022-12-22 18:00:00,23.8,87.0,22.2,28.0,0.9,1006.9,982.9,100.0,100.0,28.0,100.0,0.27,5.8,11.8,277.0,222.0,16.2,24.5,25.9,25.4,25.0,0.342,0.317,0.237,0.308,4.0,0.0,4.0,0.0,4.0,77.2,0.0,0.0,
2022-12-22 23:00:00,24.3,91.0,21.9,27.5,2.3,1008.3,984.3,88.0,18.0,10.0,100.0,0.25,5.4,13.3,312.0,311.0,16.9,23.6,25.3,25.4,25.0,0.36,0.337,0.239,0.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-23 00:00:00,23.3,91.0,21.7,27.1,,1007.4,983.4,78.0,6.0,10.0,100.0,0.26,6.4,13.8,317.0,319.0,9.7,23.4,25.1,25.4,25.0,0.357,0.341,0.24,0.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-23 01:00:00,24.3,88.0,21.2,26.3,1.2,1006.4,982.4,65.0,0.0,58.0,100.0,0.34,9.8,20.2,332.0,329.0,12.6,23.2,24.9,25.4,25.0,0.352,0.342,0.242,0.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-23 02:00:00,24.3,85.0,20.7,26.2,0.3,1005.6,981.6,80.0,0.0,84.0,100.0,0.45,10.0,21.2,319.0,320.0,12.6,23.0,24.8,25.4,25.0,0.342,0.341,0.244,0.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-23 03:00:00,23.2,85.0,20.5,26.4,,1005.1,986.9,64.0,0.0,56.0,100.0,0.43,6.6,16.2,311.0,307.0,16.2,22.9,24.6,25.4,25.0,0.333,0.338,0.245,0.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-23 04:00:00,24.3,85.0,20.4,26.3,,1005.4,981.4,59.0,18.0,48.0,100.0,0.41,6.0,14.2,303.0,297.0,12.6,22.7,24.5,25.4,25.0,0.327,0.335,0.246,0.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-23 05:00:00,22.8,85.0,20.1,25.5,0.0,1006.1,982.1,52.0,18.0,19.0,100.0,0.42,7.9,15.3,336.0,315.0,13.0,22.6,24.3,25.4,25.0,0.322,0.332,0.247,0.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-23 07:00:00,24.7,83.0,21.5,27.6,,1007.3,983.4,49.0,10.0,17.0,100.0,0.54,12.3,21.4,322.0,315.0,13.7,23.7,24.2,25.4,25.0,0.306,0.311,0.241,0.307,66.0,0.0,66.0,0.0,66.0,367.1,1.0,0.0,
2022-12-23 08:00:00,26.4,76.0,21.7,29.8,0.0,1008.0,984.2,48.0,14.0,10.0,100.0,0.84,9.3,13.7,306.0,305.0,21.2,24.7,24.3,25.4,25.0,0.303,0.31,0.242,0.307,312.0,108.0,204.0,224.5,312.0,680.1,1.0,3600.0,
2022-12-23 09:00:00,27.3,72.0,21.9,30.3,0.0,1008.3,984.6,81.0,32.0,37.0,100.0,0.39,12.7,16.9,278.0,222.0,21.2,25.8,24.4,25.3,25.0,0.299,0.308,0.242,0.307,453.0,150.0,303.0,222.8,453.0,951.9,1.0,3600.0,0.0
2022-12-23 15:00:00,24.3,91.0,22.6,27.4,2.6,1006.6,982.7,100.0,100.0,10.0,100.0,0.28,5.4,21.1,258.0,222.0,12.6,25.6,25.3,25.3,25.0,0.357,0.313,0.243,0.307,102.0,0.0,102.0,0.0,102.0,1010.9,1.0,0.0,
2022-12-23 16:00:00,24.3,93.0,22.4,27.1,3.2,1006.9,982.9,100.0,100.0,97.0,100.0,0.2,11.5,18.0,270.0,267.0,27.4,24.9,25.3,25.3,25.0,0.361,0.323,0.244,0.307,76.0,0.0,76.0,0.0,76.0,752.3,1.0,0.0,
2022-12-23 21:00:00,23.1,97.0,22.6,27.9,0.1,1009.5,985.4,90.0,0.0,10.0,100.0,0.09,5.4,4.9,135.0,163.0,5.0,23.9,25.0,25.3,25.0,0.334,0.327,0.247,0.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-12-24 06:00:00,24.3,82.0,19.4,24.6,0.1,1009.4,985.3,52.0,0.0,67.0,100.0,0.49,10.9,19.9,230.0,314.0,17.6,22.1,23.9,25.2,25.0,0.319,0.317,0.252,0.306,7.0,0.0,7.0,0.0,7.0,89.5,1.0,0.0,0.0
2022-12-24 09:00:00,24.7,84.0,21.8,29.2,0.0,1010.4,986.4,52.0,18.0,37.0,100.0,0.5,1.9,4.4,248.0,305.0,11.2,24.5,23.8,25.2,25.0,0.308,0.311,0.252,0.306,258.0,15.0,243.0,22.3,258.0,950.0,1.0,0.0,
2022-12-24 10:00:00,27.2,73.0,21.8,32.5,0.0,1010.1,986.3,75.0,0.0,10.0,100.0,0.99,4.5,5.2,241.0,254.0,15.5,26.5,24.0,25.2,25.0,0.304,0.309,0.252,0.306,731.0,502.0,229.0,610.4,731.0,1162.7,1.0,3600.0,
2022-12-24 14:00:00,27.1,77.0,22.7,31.1,0.0,1007.6,983.9,58.0,11.0,10.0,100.0,0.83,9.2,12.1,244.0,222.0,22.3,27.5,25.2,25.2,25.0,0.289,0.302,0.253,0.306,334.0,79.0,255.0,92.5,334.0,1207.2,1.0,975.5,0.0
2022-12-24 16:00:00,24.3,84.0,22.3,28.6,,1007.6,983.7,52.0,96.0,71.0,100.0,0.52,11.5,16.0,321.0,324.0,27.4,27.1,25.6,25.2,25.0,0.326,0.3,0.253,0.306,266.0,79.0,187.0,148.0,266.0,754.8,1.0,0.0,0.0
2022-12-24 17:00:00,25.3,87.0,22.8,29.4,,1008.0,984.1,100.0,100.0,50.0,100.0,0.46,5.4,12.8,275.0,280.0,25.2,26.1,25.7,25.2,25.0,0.319,0.302,0.253,0.306,99.0,16.0,83.0,50.2,99.0,450.4,1.0,0.0,0.0
2022-12-24 18:00:00,24.1,91.0,22.5,28.4,0.6,1009.0,985.0,100.0,30.0,89.0,100.0,0.28,6.9,13.4,279.0,276.0,18.7,25.1,25.6,25.2,25.0,0.319,0.303,0.253,0.306,20.0,3.0,17.0,21.7,20.0,133.9,0.0,0.0,0.0
2022-12-24 19:00:00,23.8,92.0,22.4,28.1,,1009.4,985.4,99.0,24.0,79.0,100.0,0.25,6.1,9.2,332.0,309.0,12.2,25.6,25.1,25.1,25.0,0.289,0.297,0.254,0.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-24 20:00:00,24.3,96.0,22.2,27.4,0.0,1010.3,986.2,100.0,39.0,61.0,100.0,0.12,4.7,6.9,293.0,264.0,10.1,24.6,25.0,25.1,25.0,0.288,0.296,0.254,0.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-24 21:00:00,23.2,95.0,22.4,27.7,0.0,1010.8,986.7,99.0,27.0,74.0,100.0,0.13,5.4,5.2,275.0,254.0,12.6,24.1,25.0,25.1,25.0,0.287,0.295,0.254,0.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-12-24 22:00:00,24.3,93.0,22.0,27.3,0.3,1010.5,986.4,52.0,18.0,10.0,100.0,0.2,5.8,13.5,330.0,326.0,12.6,23.7,24.9,25.1,25.0,0.288,0.295,0.241,0.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-24 23:00:00,22.7,87.0,21.5,26.7,0.2,1009.9,985.8,52.0,11.0,10.0,100.0,0.2,5.0,8.9,291.0,310.0,9.7,23.3,24.8,25.1,25.0,0.29,0.294,0.254,0.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-25 00:00:00,24.3,93.0,20.9,25.6,0.1,1009.3,985.1,72.0,18.0,57.0,100.0,0.18,5.5,11.8,281.0,297.0,7.2,22.9,24.6,25.1,25.0,0.29,0.294,0.254,0.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-25 02:00:00,24.3,88.0,20.3,25.0,0.0,1008.4,984.3,52.0,18.0,52.0,100.0,0.32,8.9,17.6,313.0,222.0,15.1,22.4,24.3,25.1,25.0,0.287,0.293,0.254,0.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-25 03:00:00,22.2,90.0,20.4,24.9,0.7,1008.3,984.2,90.0,11.0,85.0,98.0,0.28,9.2,18.1,329.0,316.0,16.2,22.2,24.2,25.1,25.0,0.294,0.292,0.254,0.306,0.0,0.0,0.0,0.0,0.0,77.2,0.0,0.0,
2022-12-25 04:00:00,22.4,89.0,20.5,25.7,0.7,1008.1,984.0,86.0,18.0,58.0,96.0,0.3,5.6,12.5,333.0,321.0,15.5,22.2,24.0,25.1,25.0,0.301,0.292,0.254,0.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-25 05:00:00,22.2,87.0,20.5,25.3,,1008.7,984.5,98.0,13.0,94.0,100.0,0.26,7.0,12.9,305.0,222.0,11.5,22.1,23.9,25.1,25.0,0.298,0.292,0.254,0.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-25 06:00:00,24.3,90.0,20.8,25.4,,1009.0,986.9,50.0,2.0,31.0,100.0,0.28,9.8,15.9,332.0,322.0,16.6,22.2,23.8,25.1,25.0,0.295,0.292,0.255,0.306,14.0,3.0,11.0,28.3,14.0,88.1,1.0,0.0,
2022-12-25 07:00:00,23.0,87.0,20.7,25.5,0.0,1010.1,986.0,52.0,4.0,52.0,100.0,0.37,5.4,22.7,333.0,331.0,15.8,23.9,23.9,25.1,25.0,0.279,0.289,0.254,0.306,150.0,52.0,98.0,203.2,150.0,361.7,1.0,3600.0,0.0
2022-12-25 09:00:00,25.3,80.0,21.7,28.7,2.7,1010.5,986.6,52.0,1.0,10.0,100.0,0.63,9.4,13.7,317.0,315.0,32.8,24.7,24.0,25.1,25.0,0.333,0.293,0.254,0.306,333.0,70.0,263.0,104.4,333.0,948.1,1.0,1331.59,0.0
2022-12-25 11:00:00,24.3,84.0,22.5,29.4,4.6,1010.3,986.4,97.0,9.0,98.0,100.0,0.52,8.3,11.2,270.0,274.0,25.2,25.2,24.2,25.0,25.0,0.361,0.313,0.255,0.306,285.0,19.0,266.0,20.7,285.0,77.2,1.0,0.0,0.0
2022-12-25 13:00:00,24.8,88.0,22.6,28.7,,1008.9,985.0,86.0,0.0,94.0,100.0,0.39,5.4,14.2,293.0,297.0,12.6,24.9,24.4,25.0,25.0,0.346,0.325,0.256,0.306,165.0,6.0,159.0,6.4,165.0,1325.3,1.0,0.0,0.0
2022-12-25 14:00:00,24.3,90.0,22.9,29.4,1.9,1008.4,984.5,78.0,0.0,10.0,100.0,0.32,4.7,7.9,238.0,273.0,16.6,24.6,24.4,25.0,25.0,0.353,0.328,0.257,0.306,85.0,0.0,85.0,0.0,85.0,1208.7,1.0,0.0,
2022-12-25 15:00:00,24.5,91.0,23.0,29.3,0.6,1008.6,984.6,40.0,0.0,17.0,100.0,0.27,5.0,6.6,210.0,225.0,13.0,24.6,24.5,25.0,25.0,0.342,0.331,0.258,0.306,104.0,0.0,104.0,0.0,104.0,1015.0,1.0,0.0,0.0
2022-12-25 16:00:00,25.0,89.0,23.1,29.7,0.2,1008.3,984.4,52.0,13.0,1.0,100.0,0.39,5.6,7.2,243.0,222.0,14.0,25.1,24.5,25.0,25.0,0.333,0.33,0.258,0.306,221.0,30.0,191.0,56.0,221.0,757.3,1.0,0.0,0.0
2022-12-25 17:00:00,24.3,90.0,22.9,29.6,0.1,1008.5,984.6,52.0,15.0,8.0,100.0,0.31,3.6,5.2,264.0,222.0,13.3,24.9,24.6,25.0,25.0,0.327,0.329,0.259,0.306,101.0,9.0,92.0,28.1,101.0,453.1,1.0,0.0,
2022-12-25 18:00:00,24.3,96.0,22.6,27.8,0.0,1009.6,986.9,69.0,17.0,40.0,100.0,0.1,5.4,8.0,239.0,252.0,6.8,24.3,24.6,25.0,25.0,0.322,0.327,0.26,0.305,24.0,0.0,24.0,0.0,24.0,135.3,0.0,0.0,
2022-12-25 19:00:00,23.8,96.0,23.2,28.9,0.5,1010.3,986.2,50.0,8.0,21.0,100.0,0.11,4.0,9.4,275.0,270.0,19.1,24.9,24.7,25.0,25.0,0.309,0.297,0.256,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-25 21:00:00,23.5,94.0,22.5,27.9,0.0,1011.2,987.1,50.0,8.0,22.0,100.0,0.17,5.4,11.5,266.0,268.0,10.1,23.8,24.7,25.0,25.0,0.302,0.297,0.256,0.305,0.0,0.0,0.0,0.0,0.0,77.2,0.0,0.0,0.0
2022-12-25 22:00:00,23.1,95.0,22.3,27.6,0.1,1011.4,987.3,52.0,18.0,18.0,100.0,0.14,5.4,10.9,294.0,279.0,10.1,23.4,24.6,25.0,25.0,0.301,0.297,0.256,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-12-25 23:00:00,22.6,96.0,21.9,26.9,0.2,1011.1,986.9,52.0,42.0,56.0,100.0,0.11,4.0,10.2,230.0,288.0,16.2,23.1,24.5,25.0,25.0,0.301,0.297,0.256,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-26 00:00:00,24.3,96.0,21.7,26.6,0.1,1010.5,986.3,52.0,18.0,36.0,100.0,0.39,4.1,7.5,255.0,222.0,6.5,22.9,24.4,25.0,25.0,0.299,0.297,0.256,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-26 01:00:00,24.3,98.0,21.4,25.6,0.0,1010.3,986.1,46.0,10.0,11.0,100.0,0.06,5.4,10.0,216.0,221.0,10.8,22.6,24.2,25.0,25.0,0.297,0.296,0.256,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-26 02:00:00,21.1,99.0,21.0,25.0,0.0,1010.3,986.0,52.0,100.0,30.0,100.0,0.02,4.0,7.5,190.0,197.0,10.8,22.3,24.1,25.0,25.0,0.296,0.296,0.257,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-26 03:00:00,24.3,87.0,21.2,25.9,0.1,1010.1,985.9,52.0,99.0,41.0,100.0,0.06,1.3,4.2,304.0,290.0,7.9,22.3,24.0,25.0,25.0,0.295,0.296,0.257,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-26 04:00:00,24.3,95.0,21.3,26.3,0.2,1009.9,985.7,100.0,82.0,48.0,100.0,0.39,2.6,7.3,254.0,261.0,4.7,22.4,23.9,25.0,25.0,0.296,0.295,0.257,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-26 05:00:00,24.3,98.0,21.5,25.8,0.1,1010.4,986.2,100.0,93.0,53.0,100.0,0.04,4.2,7.7,230.0,259.0,11.5,22.4,23.8,25.0,25.0,0.295,0.295,0.241,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-26 06:00:00,24.3,87.0,21.5,26.2,0.1,1010.6,986.4,52.0,18.0,11.0,100.0,0.09,3.8,6.3,253.0,222.0,12.6,22.4,23.7,25.0,25.0,0.294,0.295,0.241,0.305,11.0,0.0,11.0,0.0,11.0,86.7,1.0,0.0,0.0
2022-12-26 07:00:00,23.6,96.0,23.0,28.8,,1011.4,987.3,100.0,78.0,10.0,100.0,0.1,2.5,4.1,270.0,308.0,12.6,23.7,23.7,25.0,25.0,0.289,0.296,0.258,0.305,117.0,20.0,97.0,78.8,117.0,359.1,1.0,562.68,0.0
2022-12-26 08:00:00,24.3,89.0,23.1,30.5,0.0,1011.6,986.9,93.0,46.0,36.0,100.0,0.34,1.0,1.4,225.0,270.0,9.4,24.8,23.8,24.9,25.0,0.288,0.295,0.258,0.305,252.0,65.0,187.0,136.6,252.0,673.1,1.0,2296.73,0.0
2022-12-26 09:00:00,24.3,85.0,23.3,31.5,0.1,1011.3,987.4,50.0,18.0,7.0,100.0,0.49,5.4,1.1,225.0,288.0,22.3,25.9,23.9,24.9,25.0,0.287,0.294,0.258,0.305,401.0,177.0,224.0,264.5,401.0,946.3,1.0,3600.0,0.0
2022-12-26 10:00:00,24.3,82.0,23.7,32.6,0.1,1010.9,987.1,100.0,97.0,4.0,100.0,0.66,7.2,8.6,230.0,237.0,29.5,27.2,24.2,24.9,25.0,0.285,0.293,0.258,0.305,645.0,289.0,356.0,352.2,645.0,1160.2,1.0,3600.0,0.0
2022-12-26 12:00:00,24.3,85.0,22.9,29.6,2.7,1010.6,986.9,100.0,18.0,10.0,100.0,0.5,10.2,13.0,260.0,267.0,32.8,26.3,24.7,24.9,25.0,0.348,0.328,0.259,0.305,305.0,32.0,273.0,33.3,305.0,1356.9,1.0,0.0,0.0
2022-12-26 13:00:00,25.3,87.0,23.2,29.6,5.0,1010.7,986.7,91.0,18.0,31.0,100.0,0.38,9.0,11.9,265.0,268.0,36.0,26.3,24.8,24.9,25.0,0.357,0.342,0.26,0.305,401.0,48.0,353.0,51.2,401.0,1326.2,1.0,0.0,0.0
2022-12-26 14:00:00,24.4,90.0,22.7,28.4,,1010.0,986.0,100.0,100.0,10.0,100.0,0.3,9.7,13.7,266.0,267.0,12.6,25.5,24.9,24.9,25.0,0.352,0.343,0.241,0.305,151.0,0.0,151.0,0.0,151.0,1210.3,1.0,0.0,0.0
2022-12-26 15:00:00,24.5,85.0,21.8,27.3,3.6,1009.7,986.9,86.0,42.0,31.0,100.0,0.46,14.4,19.5,230.0,266.0,34.6,25.3,25.0,24.9,25.0,0.373,0.346,0.241,0.305,197.0,0.0,197.0,0.0,197.0,1017.1,1.0,0.0,0.0
2022-12-26 16:00:00,23.9,87.0,22.1,27.4,0.4,1009.9,985.9,56.0,21.0,12.0,100.0,0.39,10.0,13.4,291.0,222.0,31.3,24.9,25.0,24.9,25.0,0.35,0.348,0.265,0.305,158.0,6.0,152.0,11.2,158.0,759.7,1.0,0.0,0.0
2022-12-26 17:00:00,23.6,91.0,22.0,27.2,0.4,1010.5,986.4,52.0,100.0,10.0,100.0,0.27,9.4,14.9,302.0,307.0,22.3,24.4,24.9,24.9,25.0,0.343,0.345,0.266,0.305,66.0,0.0,66.0,0.0,66.0,455.7,1.0,0.0,
2022-12-26 18:00:00,24.3,95.0,21.8,26.0,2.3,1011.6,986.9,100.0,100.0,49.0,100.0,0.39,9.7,15.9,274.0,274.0,21.6,23.9,24.8,24.9,25.0,0.359,0.344,0.268,0.305,12.0,0.0,12.0,0.0,12.0,136.7,0.0,0.0,0.0
2022-12-26 19:00:00,24.3,91.0,21.4,26.1,7.2,1011.9,987.7,75.0,16.0,51.0,100.0,0.25,10.1,18.1,325.0,317.0,21.6,23.8,24.8,24.9,25.0,0.328,0.304,0.258,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-12-26 20:00:00,24.3,92.0,21.4,25.6,,1012.6,988.4,52.0,100.0,49.0,100.0,0.23,13.0,21.8,316.0,308.0,25.2,23.3,24.7,24.9,25.0,0.33,0.306,0.258,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-26 21:00:00,24.3,93.0,21.5,25.8,1.4,1013.1,988.9,52.0,18.0,36.0,100.0,0.19,10.7,19.5,312.0,309.0,12.6,23.1,24.6,24.9,25.0,0.337,0.308,0.258,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-26 22:00:00,22.8,92.0,21.3,25.4,0.9,1013.1,988.9,46.0,18.0,5.0,100.0,0.23,13.5,23.3,316.0,222.0,12.6,22.9,24.4,24.9,25.0,0.335,0.311,0.259,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-12-26 23:00:00,24.3,94.0,21.2,25.4,0.2,1012.7,988.5,52.0,18.0,56.0,100.0,0.17,8.9,16.8,302.0,305.0,23.0,22.8,24.3,24.9,25.0,0.327,0.313,0.259,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-27 00:00:00,24.3,92.0,21.3,25.7,0.5,1012.3,988.1,52.0,18.0,48.0,100.0,0.21,9.7,17.9,312.0,222.0,18.7,22.7,24.2,24.9,25.0,0.324,0.314,0.26,0.305,0.0,0.0,0.0,0.0,0.0,77.2,0.0,0.0,0.0
2022-12-27 01:00:00,24.3,93.0,21.3,25.9,0.1,1012.0,987.8,100.0,18.0,25.0,100.0,0.18,7.7,15.3,311.0,317.0,16.2,22.6,24.1,24.9,25.0,0.319,0.314,0.26,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
